RCDTS,school_name,district,city,county,school_type,enrollment,avg_class_size,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,pupil_teacher_ratio,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,year
150162990250012,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,203,,,,,,79.1,1.9,0.0,0.0,2019
150162990250012,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,261,,,,,,45.9,,,,2020
150162990250012,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,284,31.4,,,,,78.0,1.6,1.6,0.0,2021
150162990250012,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,237,22.8,,,,,84.2,4.5,0.9,7.2,2022
150162990250012,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,234.0,24.9,,,,,77.7,0.0,0.0,7.0,2023
150162990250012,Fenger Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,203,18.9,12.4,4.4,68.9,,77.7,*,*,*,2024
150162990250013,Foreman High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,739,,,,,,75.8,3.6,2.3,4.0,2019
150162990250013,Foreman High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,704,,,,,,47.3,,,,2020
150162990250013,Foreman High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,598,21.9,,,,,60.3,2.4,4.0,2.4,2021
150162990250013,Foreman High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,567,23.7,,,,,71.9,7.3,5.6,20.0,2022
150162990250013,Foreman High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,572.0,23.3,,,,,69.1,4.9,4.2,10.6,2023
150162990250013,Foreman High School,Chicago Public Schools District 299,Chicago,Cook,High School,615,23.5,14.4,7.7,38.5,,68.9,*,*,11.6,2024
150162990250014,Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1067,,,,,,24.1,22.2,27.8,23.5,2019
150162990250014,Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1069,,,,,,13.1,,,,2020
150162990250014,Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1075,25.1,,,,,33.6,17.2,21.5,25.0,2021
150162990250014,Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1052,22.8,,,,,51.0,19.4,25.1,28.6,2022
150162990250014,Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1003.0,23.1,,,,,47.4,18.9,24.0,36.4,2023
150162990250014,Back of The Yards IB HS,Chicago Public Schools District 299,Chicago,Cook,High School,1000,23.9,8.3,16.7,64.1,,44.6,16.9,16.9,34.9,2024
150162990250015,Gage Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,342,,,,,,89.3,3.8,1.9,4.4,2019
150162990250015,Gage Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,320,,,,,,42.8,,,,2020
150162990250015,Gage Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,317,18.9,,,,,70.1,2.8,0.9,1.6,2021
150162990250015,Gage Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,300,17.1,,,,,70.7,3.7,2.2,15.0,2022
150162990250015,Gage Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,329.0,21.0,,,,,62.1,2.1,1.1,18.8,2023
150162990250015,Gage Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,346,21.5,8.7,18.2,60.6,,82.2,*,*,*,2024
150162990250016,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,328,,,,,,87.6,3.7,1.5,0.9,2019
150162990250016,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,300,,,,,,41.5,,,,2020
150162990250016,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,294,25.8,,,,,68.1,7.1,2.4,1.5,2021
150162990250016,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,297,23.7,,,,,84.4,4.5,3.4,5.0,2022
150162990250016,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,266.0,23.9,,,,,83.6,2.9,1.5,2.7,2023
150162990250016,Harlan Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,206,13.4,13.7,10.0,30.0,,80.4,*,*,*,2024
150162990250017,Harper High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,86,,,,,,70.1,0.0,0.0,0.0,2019
150162990250017,Harper High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,48,,,,,,12.5,,,,2020
150162990250017,Harper High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,21,6.1,,,,,38.1,,,,2021
150162990250019,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,98,,,,,,100.0,1.2,0.0,2.1,2019
150162990250019,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,95,,,,,,51.7,,,,2020
150162990250019,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,84,14.4,,,,,71.8,3.3,3.3,8.3,2021
150162990250019,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,78,15.0,,,,,74.7,8.8,3.5,10.8,2022
150162990250019,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,102.0,18.2,,,,,74.0,0.0,0.0,7.4,2023
150162990250019,Hirsch Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,High School,105,17.2,11.4,15.8,47.4,,81.0,*,*,*,2024
150162990250020,Hubbard High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1691,,,,,,45.3,14.5,10.7,9.1,2019
150162990250020,Hubbard High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1626,,,,,,26.7,,,,2020
150162990250020,Hubbard High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1721,28.4,,,,,35.2,9.4,5.6,9.6,2021
150162990250020,Hubbard High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1809,27.6,,,,,67.3,8.6,7.8,22.6,2022
150162990250020,Hubbard High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1713.0,27.4,,,,,66.8,10.3,5.5,29.6,2023
150162990250020,Hubbard High School,Chicago Public Schools District 299,Chicago,Cook,High School,1666,25.5,13.0,1.8,42.5,,77.9,7.5,5.6,18.5,2024
150162990250021,Hyde Park Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,776,,,,,,66.2,3.9,2.8,0.9,2019
150162990250021,Hyde Park Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,725,,,,,,37.5,,,,2020
150162990250021,Hyde Park Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,734,20.8,,,,,62.3,1.2,0.0,0.0,2021
150162990250021,Hyde Park Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,695,21.6,,,,,70.5,3.6,3.0,7.6,2022
150162990250021,Hyde Park Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,702.0,22.5,,,,,78.0,1.7,1.2,7.9,2023
150162990250021,Hyde Park Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,809,22.8,14.8,1.9,54.7,,86.0,*,*,*,2024
150162990250022,Thomas Kelly College Preparatory,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1895,,,,,,50.8,8.7,12.5,8.6,2019
150162990250022,Thomas Kelly College Preparatory,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1775,,,,,,26.0,,,,2020
150162990250022,Thomas Kelly College Preparatory,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1769,24.4,,,,,54.6,9.0,10.4,12.8,2021
150162990250022,Thomas Kelly College Preparatory,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1721,23.4,,,,,63.9,9.2,12.1,25.9,2022
150162990250022,Thomas Kelly College Preparatory,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1729.0,23.9,,,,,62.5,10.2,7.1,26.1,2023
150162990250022,Thomas Kelly College Preparatory,Chicago Public Schools District 299,Chicago,Cook,High School,1685,23.8,16.2,4.7,34.6,,66.7,8.6,5.0,19.0,2024
150162990250023,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,405,,,,,,61.1,6.8,5.5,7.2,2019
150162990250023,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,410,,,,,,37.1,,,,2020
150162990250023,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,384,17.7,,,,,13.4,4.8,2.5,8.1,2021
150162990250023,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,489,21.2,,,,,73.0,3.4,2.2,17.0,2022
150162990250023,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,482.0,22.8,,,,,74.5,4.7,1.8,24.5,2023
150162990250023,Kelvyn Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,492,24.4,7.9,11.1,44.4,,73.6,*,*,11.2,2024
150162990250024,Kennedy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1588,,,,,,43.3,28.0,20.1,8.5,2019
150162990250024,Kennedy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1544,,,,,,21.1,,,,2020
150162990250024,Kennedy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1467,25.1,,,,,45.8,16.3,13.0,15.9,2021
150162990250024,Kennedy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1485,26.4,,,,,66.5,14.1,9.3,29.5,2022
150162990250024,Kennedy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1635.0,27.9,,,,,62.6,13.8,8.1,30.9,2023
150162990250024,Kennedy High School,Chicago Public Schools District 299,Chicago,Cook,High School,1588,25.7,14.2,5.5,49.3,,60.6,12.6,6.3,34.2,2024
150162990250025,Kenwood Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1860,,,,,,22.0,42.4,46.7,32.3,2019
150162990250025,Kenwood Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2029,,,,,,13.8,,,,2020
150162990250025,Kenwood Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2116,28.6,,,,,31.2,41.9,33.6,69.8,2021
150162990250025,Kenwood Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2240,28.7,,,,,33.0,37.3,35.1,82.4,2022
150162990250025,Kenwood Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2311.0,28.8,,,,,37.5,45.2,32.4,61.3,2023
150162990250025,Kenwood Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,2294,28.6,12.2,3.9,50.8,,39.8,42.8,30.7,57.0,2024
150162990250026,Lake View High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1383,,,,,,48.1,18.4,16.4,15.5,2019
150162990250026,Lake View High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1295,,,,,,28.3,,,,2020
150162990250026,Lake View High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1352,25.7,,,,,50.9,8.8,9.1,,2021
150162990250026,Lake View High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1432,27.6,,,,,65.4,15.0,14.2,24.6,2022
150162990250026,Lake View High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1360.0,25.7,,,,,62.9,11.9,9.0,22.7,2023
150162990250026,Lake View High School,Chicago Public Schools District 299,Chicago,Cook,High School,1404,27.1,12.4,6.7,62.5,,62.9,16.1,7.4,27.2,2024
150162990250027,Lane Technical High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4517,,,,,,15.1,79.2,82.1,75.1,2019
150162990250027,Lane Technical High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4500,,,,,,6.7,,,,2020
150162990250027,Lane Technical High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4425,28.5,,,,,15.6,85.3,82.2,64.0,2021
150162990250027,Lane Technical High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4380,28.6,,,,,29.0,87.4,89.0,81.5,2022
150162990250027,Lane Technical High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4482.0,28.6,,,,,31.9,87.7,88.9,75.6,2023
150162990250027,Lane Technical High School,Chicago Public Schools District 299,Chicago,Cook,High School,4515,28.5,12.6,2.6,55.1,,30.4,86.6,83.9,72.2,2024
150162990250029,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,251,,,,,,100.0,1.8,0.9,1.1,2019
150162990250029,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,247,,,,,,55.9,,,,2020
150162990250029,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,211,19.7,,,,,81.1,0.0,1.4,0.0,2021
150162990250029,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,185,17.7,,,,,86.8,8.8,3.0,8.9,2022
150162990250029,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,189.0,18.0,,,,,76.7,2.0,0.0,0.0,2023
150162990250029,Marshall Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,High School,177,18.0,12.8,8.3,54.2,,82.9,*,*,*,2024
150162990250030,Mather High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1486,,,,,,43.0,18.5,20.8,10.0,2019
150162990250030,Mather High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1525,,,,,,23.9,,,,2020
150162990250030,Mather High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1619,24.8,,,,,48.3,13.9,12.9,0.0,2021
150162990250030,Mather High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1702,24.7,,,,,60.5,9.7,15.5,19.1,2022
150162990250030,Mather High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1654.0,23.6,,,,,54.4,14.5,14.3,26.7,2023
150162990250030,Mather High School,Chicago Public Schools District 299,Chicago,Cook,High School,1674,27.2,15.1,1.7,54.3,,53.7,14.4,14.9,27.4,2024
150162990250031,Morgan Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1225,,,,,,54.7,18.0,9.7,8.8,2019
150162990250031,Morgan Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1123,,,,,,35.1,,,,2020
150162990250031,Morgan Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1078,22.4,,,,,51.8,11.3,2.3,14.7,2021
150162990250031,Morgan Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1138,20.6,,,,,82.1,8.9,2.2,23.1,2022
150162990250031,Morgan Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1091.0,23.5,,,,,69.8,10.5,2.5,12.8,2023
150162990250031,Morgan Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,1168,26.8,16.1,6.5,45.1,,71.5,12.2,3.8,12.2,2024
150162990250034,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,738,,,,,,96.1,2.1,2.6,1.2,2019
150162990250034,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,599,,,,,,52.9,,,,2020
150162990250034,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,590,27.0,,,,,80.2,1.2,2.3,,2021
150162990250034,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,505,24.5,,,,,87.5,2.7,0.7,1.9,2022
150162990250034,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,448.0,20.0,,,,,89.7,0.9,1.7,10.1,2023
150162990250034,Phillips Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,391,23.1,12.0,,30.6,,89.5,*,*,*,2024
150162990250035,Roosevelt High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,954,,,,,,48.8,8.7,8.3,6.1,2019
150162990250035,Roosevelt High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,976,,,,,,25.2,,,,2020
150162990250035,Roosevelt High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1013,27.1,,,,,48.2,4.6,1.8,4.2,2021
150162990250035,Roosevelt High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1009,26.9,,,,,66.6,5.6,4.6,14.4,2022
150162990250035,Roosevelt High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1058.0,26.1,,,,,62.4,3.8,5.3,27.1,2023
150162990250035,Roosevelt High School,Chicago Public Schools District 299,Chicago,Cook,High School,1094,27.5,13.8,8.0,58.6,,67.4,5.1,4.0,26.5,2024
150162990250036,Schurz High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1607,,,,,,57.6,12.4,10.0,5.3,2019
150162990250036,Schurz High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1533,,,,,,35.1,,,,2020
150162990250036,Schurz High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1510,26.8,,,,,57.8,7.3,5.7,11.2,2021
150162990250036,Schurz High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1386,25.3,,,,,74.5,7.4,6.9,19.3,2022
150162990250036,Schurz High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1277.0,26.3,,,,,69.4,8.1,4.1,31.5,2023
150162990250036,Schurz High School,Chicago Public Schools District 299,Chicago,Cook,High School,1219,25.4,14.8,7.9,55.4,,73.5,9.6,5.9,27.8,2024
150162990250037,Senn High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1414,,,,,,37.8,34.1,28.6,17.3,2019
150162990250037,Senn High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1551,,,,,,20.1,,,,2020
150162990250037,Senn High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1546,25.0,,,,,33.6,23.0,16.8,20.8,2021
150162990250037,Senn High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1521,25.0,,,,,55.3,24.6,20.3,18.9,2022
150162990250037,Senn High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1531.0,24.8,,,,,65.5,24.3,15.2,42.9,2023
150162990250037,Senn High School,Chicago Public Schools District 299,Chicago,Cook,High School,1448,24.4,10.3,6.5,76.7,,67.4,24.0,14.7,42.0,2024
150162990250039,King College Prep High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,514,,,,,,42.0,38.8,26.2,15.6,2019
150162990250039,King College Prep High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,483,,,,,,14.7,,,,2020
150162990250039,King College Prep High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,462,25.3,,,,,22.6,21.4,14.3,,2021
150162990250039,King College Prep High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,623,26.3,,,,,39.9,12.6,19.4,25.3,2022
150162990250039,King College Prep High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,581.0,24.7,,,,,29.4,21.2,8.7,10.2,2023
150162990250039,King College Prep High School,Chicago Public Schools District 299,Chicago,Cook,High School,692,24.7,10.7,14.0,67.4,,34.8,14.4,4.4,33.7,2024
150162990250041,Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1227,,,,,,61.8,10.4,7.2,16.6,2019
150162990250041,Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1218,,,,,,36.7,,,,2020
150162990250041,Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1151,26.7,,,,,57.4,7.1,4.1,6.9,2021
150162990250041,Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1145,26.4,,,,,75.5,7.0,6.3,22.2,2022
150162990250041,Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1129.0,28.5,,,,,68.9,4.9,2.1,20.3,2023
150162990250041,Steinmetz College Prep HS,Chicago Public Schools District 299,Chicago,Cook,High School,1164,27.9,15.9,5.6,52.0,,73.2,3.7,3.3,27.6,2024
150162990250042,Sullivan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,654,,,,,,62.5,6.3,10.0,8.8,2019
150162990250042,Sullivan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,641,,,,,,35.0,,,,2020
150162990250042,Sullivan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,593,22.4,,,,,60.2,9.2,9.2,10.5,2021
150162990250042,Sullivan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,567,19.2,,,,,61.6,5.2,5.2,6.0,2022
150162990250042,Sullivan High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,662.0,24.6,,,,,67.9,6.5,7.7,16.7,2023
150162990250042,Sullivan High School,Chicago Public Schools District 299,Chicago,Cook,High School,721,24.1,11.3,5.9,58.8,,77.0,6.2,*,15.1,2024
150162990250043,Taft High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,3398,,,,,,35.1,39.3,34.2,24.8,2019
150162990250043,Taft High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,3655,,,,,,17.2,,,,2020
150162990250043,Taft High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,3949,29.0,,,,,35.8,31.1,26.1,37.2,2021
150162990250043,Taft High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4100,28.2,,,,,50.6,31.9,32.7,37.6,2022
150162990250043,Taft High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,4329.0,28.4,,,,,59.6,34.0,27.2,17.5,2023
150162990250043,Taft High School,Chicago Public Schools District 299,Chicago,Cook,High School,4231,27.8,13.0,2.9,45.7,,60.0,34.5,25.9,21.2,2024
150162990250044,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,214,,,,,,93.4,2.3,1.1,0.0,2019
150162990250044,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,194,,,,,,48.8,,,,2020
150162990250044,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,203,18.0,,,,,79.6,0.0,4.3,8.3,2021
150162990250044,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,178,15.7,,,,,82.1,5.0,3.3,2.0,2022
150162990250044,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,215.0,17.0,,,,,76.8,5.5,3.6,13.9,2023
150162990250044,Tilden Career Communty Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,226,19.4,11.5,9.6,63.5,,79.3,*,*,16.4,2024
150162990250046,Von Steuben Metro Science HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1772,,,,,,22.1,42.5,50.4,29.7,2019
150162990250046,Von Steuben Metro Science HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1715,,,,,,10.1,,,,2020
150162990250046,Von Steuben Metro Science HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1674,27.7,,,,,31.9,37.4,39.1,25.8,2021
150162990250046,Von Steuben Metro Science HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1673,26.6,,,,,43.7,32.4,34.8,42.0,2022
150162990250046,Von Steuben Metro Science HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1643.0,25.6,,,,,39.3,39.3,32.8,39.1,2023
150162990250046,Von Steuben Metro Science HS,Chicago Public Schools District 299,Chicago,Cook,High School,1668,26.4,14.9,5.6,55.6,,42.1,34.3,30.0,41.7,2024
150162990250047,Lincoln Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2104,,,,,,32.5,51.6,51.0,39.7,2019
150162990250047,Lincoln Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2192,,,,,,16.8,,,,2020
150162990250047,Lincoln Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2117,29.6,,,,,29.6,50.4,45.7,36.4,2021
150162990250047,Lincoln Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2060,26.3,,,,,52.1,47.3,44.6,59.5,2022
150162990250047,Lincoln Park High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,2072.0,28.2,,,,,51.7,52.7,50.7,42.0,2023
150162990250047,Lincoln Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,2094,27.9,13.3,6.8,50.6,,59.3,45.1,43.8,60.0,2024
150162990250048,Washington G High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1435,,,,,,42.1,15.8,9.2,5.7,2019
150162990250048,Washington G High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1445,,,,,,27.0,,,,2020
150162990250048,Washington G High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1503,28.7,,,,,55.0,10.9,4.8,9.1,2021
150162990250048,Washington G High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1530,28.9,,,,,68.6,7.8,7.1,23.7,2022
150162990250048,Washington G High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1494.0,27.8,,,,,64.9,11.2,4.3,21.3,2023
150162990250048,Washington G High School,Chicago Public Schools District 299,Chicago,Cook,High School,1499,27.9,11.8,3.9,42.9,,68.3,8.1,6.4,19.6,2024
150162990250049,Wells Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,358,,,,,,64.0,4.3,2.1,1.2,2019
150162990250049,Wells Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,369,,,,,,39.6,,,,2020
150162990250049,Wells Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,312,20.3,,,,,54.1,2.8,1.4,2.9,2021
150162990250049,Wells Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,312,22.2,,,,,75.4,2.4,2.4,1.5,2022
150162990250049,Wells Community Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,320.0,21.8,,,,,76.2,1.1,0.0,12.5,2023
150162990250049,Wells Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,345,26.2,11.4,3.0,42.4,,80.5,*,*,*,2024
150162990250052,Crane Medical Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,428,,,,,,67.2,14.8,11.3,6.9,2019
150162990250052,Crane Medical Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,415,,,,,,28.2,,,,2020
150162990250052,Crane Medical Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,435,24.5,,,,,68.1,4.3,3.3,5.2,2021
150162990250052,Crane Medical Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,399,21.5,,,,,83.4,1.9,3.9,13.4,2022
